best_ind,error_type,solver,seed,ABS_Fitness,SQUARED_Fitness,MSE_Fitness,MABS_Fitness,execution_time,model,method,parallel,run_id
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=20.25073855826844, 'k': val=0.692706870887594, '-': False}, 'tau': val=1.5966534187575703}, 'B': {'A': {'n': val=5.644567800144457, 'k': val=0.5233122754062655, '-': True}, 'tau': val=1.8570437658279408}, 'C': {'B': {'n': val=11.61893550827038, 'k': val=0.42811104785867377, '-': True}, 'tau': val=3.171238018231}, 'D': {'C': {'n': val=10.92066817039221, 'k': val=0.6116057033934396, '-': True}, 'tau': val=2.4975993019504923}, 'E': {'D': {'n': val=16.768115826441687, 'k': val=0.13764938323911288, '-': True}, 'B': {'n': val=11.201494434220582, 'k': val=0.24194668090114144, '-': True}, 'E': {'n': val=26.140486782321794, 'k': val=1.7981804992799617, '-': True}, 'tau': val=3.5822354517460586}}, ind_size=19)",MSE,ODEINT,0,14.310015054676754,2.3987918772747125,0.07672269960638853,0.19080020072902334,16.153785467147827,GRN5,DE,False,GRN5_DE_SERIAL_20260901_170351
